employee_scd_id,employee_id,year,status,country,department,last_promotion_date,last_training_date,absenteeism_days,annual_salary,remote_days,last_promotion_range,age_group
202300248,248,2023,Non-manager,Sweden,Customer Experience & Design,,2023-11-09,2,30300,112,Not available,Under 30
202300249,249,2023,Non-manager,France,Digital Strategy Consulting,2023-03-02,2022-06-07,3,51500,121,Less than 1 year,30–39
202300250,250,2023,Non-manager,France,Transformation & Change Management,,2023-05-20,4,68700,101,Not available,40–49
202300251,251,2023,Manager,Germany,Data & Analytics Consulting,2021-08-03,2021-06-26,5,87900,110,1–2 years,30–39
202300252,252,2023,Manager,Spain,Transformation & Change Management,2019-10-26,2021-03-05,3,93300,141,3–5 years,50–59
202300253,253,2023,Non-manager,Sweden,Data & Analytics Consulting,,2022-01-09,6,82600,106,Not available,50–59
202300254,254,2023,Non-manager,Sweden,Sales & Business Development,2022-08-21,2022-09-21,3,53300,102,1–2 years,Under 30
202300255,255,2023,Non-manager,France,Digital Strategy Consulting,2023-09-09,,9,40900,112,Less than 1 year,30–39
202300256,256,2023,Manager,Sweden,Transformation & Change Management,2017-02-25,2023-11-17,2,113100,127,6–10 years,30–39
202300257,257,2023,Non-manager,Denmark,Cybersecurity & Digital Risk,,2021-05-29,6,89400,90,Not available,50–59
202300258,258,2023,Non-manager,Sweden,Technology & IT Strategy,,2022-02-26,5,60800,77,Not available,30–39
202300259,259,2023,Non-manager,Sweden,Technology & IT Strategy,,,2,40300,98,Not available,Under 30
202300260,260,2023,Non-manager,Sweden,Human Resources,,,4,32900,105,Not available,Under 30
202300261,261,2023,Non-manager,Denmark,Sales & Business Development,2023-08-07,2023-12-27,6,49800,111,Less than 1 year,30–39
202300262,262,2023,Non-manager,Sweden,Customer Experience & Design,2023-10-11,2023-09-14,3,53500,126,Less than 1 year,Under 30
202300263,263,2023,Manager,Spain,Human Resources,,2023-12-31,5,48500,88,Not available,Under 30
202300264,264,2023,Non-manager,Sweden,Sales & Business Development,2023-01-23,2023-12-24,6,45200,111,Less than 1 year,Under 30
202300265,265,2023,Non-manager,Sweden,Cybersecurity & Digital Risk,2023-04-20,2023-04-11,5,50200,146,Less than 1 year,30–39
202300266,266,2023,Non-manager,France,Transformation & Change Management,2023-01-03,2022-10-01,3,34500,139,Less than 1 year,30–39
202300267,267,2023,Non-manager,Germany,Customer Experience & Design,,,6,91500,123,Not available,40–49
202300268,268,2023,Manager,France,Cybersecurity & Digital Risk,2020-09-05,,3,104600,129,3–5 years,30–39
202300269,269,2023,Non-manager,Sweden,Transformation & Change Management,,2023-06-07,5,45100,145,Not available,30–39
202300270,270,2023,Non-manager,Spain,Customer Experience & Design,,2023-12-26,6,34800,142,Not available,30–39
202300271,271,2023,Non-manager,Sweden,Technology & IT Strategy,,2021-03-23,8,70800,120,Not available,30–39
202300272,272,2023,Non-manager,Germany,Digital Strategy Consulting,2023-10-11,2023-12-30,5,36700,82,Less than 1 year,Under 30
202300273,273,2023,Non-manager,Sweden,Human Resources,2023-07-21,2022-08-25,5,84800,97,Less than 1 year,50–59
202300274,274,2023,Manager,Germany,Finance & Operations,2022-03-20,,4,71700,76,1–2 years,30–39
202300275,275,2023,Non-manager,Sweden,Technology & IT Strategy,,2021-03-09,4,68900,95,Not available,Under 30
202300276,276,2023,Non-manager,Spain,Data & Analytics Consulting,2020-08-19,2023-08-15,7,36500,94,3–5 years,30–39
202300277,277,2023,Non-manager,Sweden,Digital Marketing & Growth,2021-09-08,,7,59200,126,1–2 years,40–49
202300278,278,2023,Non-manager,Sweden,Data & Analytics Consulting,,,2,60500,98,Not available,30–39
202300279,279,2023,Non-manager,Sweden,Human Resources,2023-05-12,2021-01-01,3,44800,110,Less than 1 year,30–39
202300280,280,2023,Manager,Spain,Digital Strategy Consulting,2019-03-15,2022-04-04,6,92900,109,3–5 years,30–39
202300281,281,2023,Manager,France,Cybersecurity & Digital Risk,,2022-01-28,5,97700,97,Not available,40–49
202300282,282,2023,Non-manager,Sweden,Human Resources,,2022-05-15,7,36600,120,Not available,Under 30
202300283,283,2023,Non-manager,Sweden,Digital Marketing & Growth,,2023-08-11,3,37400,115,Not available,Under 30
202300284,284,2023,Non-manager,Sweden,Technology & IT Strategy,2015-07-05,,5,78100,118,6–10 years,40–49
202300285,285,2023,Non-manager,Sweden,Transformation & Change Management,,2023-07-03,5,33900,114,Not available,Under 30
202300286,286,2023,Non-manager,Sweden,Digital Strategy Consulting,2020-09-09,2023-01-26,7,70300,137,3–5 years,30–39
202300287,287,2023,Non-manager,Denmark,Digital Marketing & Growth,2022-07-14,,5,50600,88,1–2 years,30–39
202300288,288,2023,Non-manager,Sweden,Cybersecurity & Digital Risk,2022-09-27,2023-01-02,6,43600,115,1–2 years,30–39
202300289,289,2023,Non-manager,Spain,Finance & Operations,,,3,40700,140,Not available,30–39
202300290,290,2023,Non-manager,France,Technology & IT Strategy,2020-12-09,2021-12-15,5,55400,104,3–5 years,30–39
202300291,291,2023,Non-manager,Sweden,Customer Experience & Design,,,4,91300,97,Not available,30–39
202300292,292,2023,Non-manager,Sweden,Technology & IT Strategy,,2021-10-07,2,47900,97,Not available,40–49
202300293,293,2023,Non-manager,Sweden,Sales & Business Development,2020-10-22,,7,53300,111,3–5 years,40–49
202300294,294,2023,Non-manager,Germany,Sales & Business Development,2022-12-12,2022-10-28,12,40800,115,1–2 years,Under 30
202300295,295,2023,Non-manager,Germany,Finance & Operations,,,1,84100,131,Not available,50–59
202300296,296,2023,Non-manager,Sweden,Transformation & Change Management,2021-08-09,2023-04-24,6,39000,95,1–2 years,30–39
202300297,297,2023,Non-manager,Spain,Digital Strategy Consulting,2023-03-21,2023-04-09,7,28000,135,Less than 1 year,Under 30
202300298,298,2023,Non-manager,Sweden,Transformation & Change Management,2023-12-21,2022-03-25,3,47800,101,Less than 1 year,30–39
202300299,299,2023,Non-manager,Spain,Finance & Operations,2023-08-30,,7,40400,149,Less than 1 year,30–39
202300300,300,2023,Non-manager,Sweden,Cybersecurity & Digital Risk,2022-08-31,2021-08-03,5,78200,138,1–2 years,50–59
202300301,301,2023,Non-manager,Sweden,Digital Marketing & Growth,2022-07-04,2022-11-11,4,59300,142,1–2 years,30–39
202300302,302,2023,Non-manager,Germany,Data & Analytics Consulting,2023-01-30,2023-08-17,5,39700,113,Less than 1 year,Under 30
202300303,303,2023,Manager,Denmark,Transformation & Change Management,2022-01-25,2023-05-10,3,105200,114,1–2 years,30–39
202300304,304,2023,Non-manager,Spain,Digital Strategy Consulting,2023-03-04,2023-09-09,7,28000,95,Less than 1 year,Under 30
202300305,305,2023,Non-manager,Spain,Data & Analytics Consulting,,2023-12-01,4,28000,96,Not available,Under 30
202300306,306,2023,Non-manager,Spain,Data & Analytics Consulting,,2023-03-08,4,70800,129,Not available,30–39
202300307,307,2023,Non-manager,Germany,Sales & Business Development,,2023-07-02,6,45000,134,Not available,Under 30
202300308,308,2023,Manager,France,Customer Experience & Design,,2022-01-03,8,75000,115,Not available,40–49
202300309,309,2023,Manager,Sweden,Finance & Operations,2021-10-02,2022-10-29,8,67300,107,1–2 years,30–39
202300310,310,2023,Non-manager,Denmark,Technology & IT Strategy,2022-11-29,,6,98800,93,1–2 years,40–49
202300311,311,2023,Non-manager,Spain,Data & Analytics Consulting,,2022-06-07,3,44400,126,Not available,30–39
202300312,312,2023,Non-manager,Sweden,Transformation & Change Management,,2021-05-10,4,71400,105,Not available,30–39
202300313,313,2023,Manager,France,Digital Marketing & Growth,,2022-04-03,3,87500,129,Not available,Under 30
202300314,314,2023,Manager,Sweden,Digital Marketing & Growth,,2022-09-03,4,121300,107,Not available,40–49
202300315,315,2023,Non-manager,Sweden,Transformation & Change Management,2020-03-15,2022-04-07,7,59500,139,3–5 years,30–39
202300316,316,2023,Non-manager,France,Human Resources,2022-09-18,,2,38800,110,1–2 years,Under 30
202300317,317,2023,Non-manager,Sweden,Transformation & Change Management,,2022-10-13,4,49600,147,Not available,Under 30
202300318,318,2023,Manager,France,Transformation & Change Management,2023-11-30,2023-08-24,4,60700,93,Less than 1 year,Under 30
202300319,319,2023,Non-manager,Sweden,Cybersecurity & Digital Risk,,,3,71700,98,Not available,40–49
202300320,320,2023,Manager,Spain,Data & Analytics Consulting,,,4,99300,130,Not available,40–49
202300321,321,2023,Manager,Sweden,Human Resources,,2023-11-05,4,62000,125,Not available,Under 30
202300322,322,2023,Non-manager,Spain,Finance & Operations,,2023-10-13,6,44700,99,Not available,30–39
202300323,323,2023,Non-manager,Germany,Digital Strategy Consulting,2021-12-31,2023-07-23,4,49300,123,1–2 years,30–39
202300324,324,2023,Non-manager,Germany,Customer Experience & Design,2023-11-09,2023-04-09,6,40300,117,Less than 1 year,30–39
202300325,325,2023,Non-manager,France,Finance & Operations,,2021-04-19,2,52100,69,Not available,30–39
202300326,326,2023,Non-manager,Spain,Finance & Operations,,2021-10-23,2,38000,136,Not available,30–39
202300327,327,2023,Non-manager,Sweden,Technology & IT Strategy,2022-12-12,2023-10-08,3,83000,134,1–2 years,40–49
202300328,328,2023,Non-manager,Germany,Digital Marketing & Growth,,2022-08-31,3,42300,123,Not available,30–39
202300329,329,2023,Manager,France,Transformation & Change Management,2019-12-11,2023-07-15,7,100600,124,3–5 years,30–39
202300330,330,2023,Non-manager,Sweden,Cybersecurity & Digital Risk,,2023-11-02,4,47700,118,Not available,30–39
202300331,331,2023,Non-manager,Spain,Digital Strategy Consulting,,,5,68200,91,Not available,30–39
202300332,332,2023,Non-manager,Sweden,Digital Marketing & Growth,2020-03-11,2021-07-22,4,59400,157,3–5 years,30–39
202300333,333,2023,Non-manager,Germany,Cybersecurity & Digital Risk,,,4,87300,118,Not available,40–49
202300334,334,2023,Manager,Germany,Transformation & Change Management,2023-05-24,2023-12-01,2,63300,115,Less than 1 year,Under 30
202300335,335,2023,Non-manager,France,Technology & IT Strategy,2022-06-04,2022-01-02,5,44300,117,1–2 years,30–39
202300336,336,2023,Manager,Sweden,Cybersecurity & Digital Risk,2022-12-24,2021-12-04,2,93300,73,1–2 years,30–39
202300337,337,2023,Non-manager,Sweden,Customer Experience & Design,,2021-01-02,3,86800,98,Not available,40–49
202300338,338,2023,Non-manager,Sweden,Finance & Operations,,2021-11-03,6,57600,92,Not available,30–39
202300339,339,2023,Non-manager,Sweden,Finance & Operations,,,5,94600,103,Not available,40–49
202300340,340,2023,Non-manager,France,Technology & IT Strategy,2021-08-12,2023-11-23,4,50800,112,1–2 years,Under 30
202300341,341,2023,Non-manager,Sweden,Data & Analytics Consulting,2022-03-09,,1,69300,132,1–2 years,30–39
202300342,342,2023,Non-manager,Sweden,Sales & Business Development,2023-02-18,,10,47800,111,Less than 1 year,30–39
202300343,343,2023,Non-manager,Sweden,Digital Strategy Consulting,,,6,43900,118,Not available,30–39
202300344,344,2023,Manager,Germany,Customer Experience & Design,2023-11-26,,5,59700,116,Less than 1 year,Under 30
202300345,345,2023,Non-manager,Germany,Digital Marketing & Growth,,2022-01-13,2,42100,133,Not available,Under 30
202300346,346,2023,Manager,Sweden,Digital Strategy Consulting,,2022-09-23,3,166000,145,Not available,40–49
202300347,347,2023,Non-manager,Germany,Digital Strategy Consulting,2021-04-23,,9,47200,136,1–2 years,Under 30
202300348,348,2023,Non-manager,Spain,Digital Strategy Consulting,2019-10-16,2021-02-05,5,49600,117,3–5 years,30–39
202300349,349,2023,Non-manager,Germany,Transformation & Change Management,2018-11-27,2021-05-30,3,75400,135,3–5 years,40–49
202300350,350,2023,Manager,France,Customer Experience & Design,2015-09-14,2023-11-04,4,109000,88,6–10 years,40–49
202300351,351,2023,Manager,France,Data & Analytics Consulting,2023-06-23,2022-07-18,3,93500,115,Less than 1 year,30–39
202300352,352,2023,Non-manager,Germany,Technology & IT Strategy,,2023-12-16,3,53700,101,Not available,30–39
202300353,353,2023,Non-manager,Spain,Data & Analytics Consulting,,2021-07-17,3,30500,123,Not available,Under 30
202300354,354,2023,Non-manager,Germany,Digital Strategy Consulting,,,2,91900,115,Not available,50–59
202300355,355,2023,Non-manager,Germany,Cybersecurity & Digital Risk,,2021-07-25,4,51100,112,Not available,30–39
202300356,356,2023,Non-manager,France,Transformation & Change Management,2022-10-18,2023-01-04,2,37600,116,1–2 years,30–39
202300357,357,2023,Non-manager,Sweden,Customer Experience & Design,,2021-08-30,4,82500,84,Not available,30–39
202300358,358,2023,Manager,Sweden,Sales & Business Development,,,6,86200,90,Not available,30–39
202300359,359,2023,Manager,Denmark,Data & Analytics Consulting,,,5,90500,122,Not available,Under 30
202300360,360,2023,Non-manager,Sweden,Human Resources,2023-05-30,2021-09-17,8,40500,124,Less than 1 year,30–39
202300361,361,2023,Non-manager,Spain,Customer Experience & Design,2021-12-24,2021-03-12,5,42300,140,1–2 years,30–39
202300362,362,2023,Non-manager,Sweden,Human Resources,2022-12-16,,2,34300,105,1–2 years,30–39
202300363,363,2023,Non-manager,France,Technology & IT Strategy,2020-09-02,2021-01-14,4,54400,94,3–5 years,40–49
202300364,364,2023,Non-manager,Sweden,Transformation & Change Management,2019-03-04,2022-08-22,4,85400,126,3–5 years,50–59
202300365,365,2023,Non-manager,Germany,Customer Experience & Design,,,7,88900,91,Not available,50–59
202300366,366,2023,Manager,Spain,Digital Strategy Consulting,2022-09-19,2023-08-04,6,62200,107,1–2 years,30–39
202300367,367,2023,Manager,Denmark,Customer Experience & Design,2021-01-17,,4,166900,117,1–2 years,40–49
202300368,368,2023,Non-manager,Denmark,Customer Experience & Design,2023-09-11,2023-01-28,4,70300,96,Less than 1 year,Under 30
202300369,369,2023,Non-manager,Germany,Human Resources,,2023-09-03,4,34300,131,Not available,40–49
202300370,370,2023,Non-manager,Spain,Customer Experience & Design,2017-12-03,,4,62900,118,6–10 years,30–39
202300371,371,2023,Non-manager,Sweden,Data & Analytics Consulting,,2023-12-28,3,31900,136,Not available,30–39
202300372,372,2023,Non-manager,Germany,Data & Analytics Consulting,2023-12-19,2023-09-02,6,38500,100,Less than 1 year,Under 30
202300373,373,2023,Non-manager,Sweden,Data & Analytics Consulting,2022-05-15,2021-08-11,9,58500,134,1–2 years,Under 30
202300374,374,2023,Manager,Sweden,Sales & Business Development,,2023-02-03,6,159600,81,Not available,40–49
202300375,375,2023,Non-manager,Sweden,Digital Marketing & Growth,2022-06-20,,4,52700,118,1–2 years,30–39
202300376,376,2023,Non-manager,Sweden,Human Resources,2022-01-15,2022-01-03,5,69000,80,1–2 years,30–39
202300377,377,2023,Non-manager,Sweden,Customer Experience & Design,2021-07-19,2022-04-06,5,55000,128,1–2 years,Under 30
202300378,378,2023,Non-manager,Spain,Human Resources,2021-03-23,,3,54000,100,1–2 years,40–49
202300379,379,2023,Manager,Spain,Finance & Operations,,,5,108800,125,Not available,40–49
202300380,380,2023,Non-manager,Sweden,Finance & Operations,,,5,50900,128,Not available,30–39
202300381,381,2023,Non-manager,Germany,Cybersecurity & Digital Risk,2022-07-13,,1,56000,137,1–2 years,30–39
202300382,382,2023,Non-manager,Sweden,Data & Analytics Consulting,,,4,41200,85,Not available,Under 30
202300383,383,2023,Non-manager,Sweden,Customer Experience & Design,2021-10-21,,4,69500,95,1–2 years,30–39
202300384,384,2023,Non-manager,Spain,Human Resources,2018-11-10,2023-06-30,4,57400,94,3–5 years,30–39
202300385,385,2023,Non-manager,Germany,Sales & Business Development,2022-07-03,2022-08-27,3,53800,114,1–2 years,30–39
202300386,386,2023,Manager,France,Digital Marketing & Growth,2021-12-22,2022-07-01,3,81400,113,1–2 years,30–39
202300387,387,2023,Non-manager,Germany,Digital Strategy Consulting,2023-01-01,2023-11-03,4,48300,125,Less than 1 year,30–39
202300388,388,2023,Manager,Germany,Finance & Operations,2023-04-28,2023-12-30,6,56000,151,Less than 1 year,Under 30
202300389,389,2023,Non-manager,Denmark,Technology & IT Strategy,2020-09-10,2021-03-19,5,59700,118,3–5 years,30–39
202300390,390,2023,Non-manager,Sweden,Transformation & Change Management,2023-11-09,2022-12-16,4,47700,82,Less than 1 year,Under 30
202300391,391,2023,Manager,Spain,Transformation & Change Management,2022-11-14,2021-02-12,3,99300,106,1–2 years,40–49
202300392,392,2023,Non-manager,Sweden,Transformation & Change Management,,,6,77100,115,Not available,40–49
202300393,393,2023,Non-manager,Sweden,Customer Experience & Design,2023-11-03,,4,49200,103,Less than 1 year,30–39
202300394,394,2023,Manager,Sweden,Data & Analytics Consulting,2022-04-27,2021-12-02,3,72800,84,1–2 years,30–39
202300395,395,2023,Non-manager,Germany,Finance & Operations,,2023-04-27,5,37100,133,Not available,30–39
202300396,396,2023,Non-manager,France,Finance & Operations,2023-06-19,,3,43900,100,Less than 1 year,40–49
202300397,397,2023,Non-manager,Sweden,Human Resources,,2022-12-27,8,86900,103,Not available,50–59
202300398,398,2023,Manager,Germany,Transformation & Change Management,,,1,117800,145,Not available,50–59
